description,addr,district,road,obj_type,district_num,type_num,area,room,dinning,bath,which_floor,total_floor,total_fee
環境清幽舒適中小型辦公室,台中市北區中清路一段,北區,中清路一段,辦公,2,2,7.0,0.0,0.0,0.0,7,20,10850.0
黃金店面全新完工超精華地段,台中市西屯區文心路三段,西屯區,文心路三段,店面,8,1,24.0,0.0,0.0,0.0,1,3,48000.0
四平路商圈熱鬧金店面近洲際棒球場,台中市北屯區四平路,北屯區,四平路,店面,6,1,17.0,0.0,0.0,0.0,1,4,22000.0
東山商圈📢人潮車潮📢秒殺顯眼店面,台中市北屯區東山路一段,北屯區,東山路一段,店面,6,1,13.0,0.0,0.0,0.0,1,4,37000.0
近美術館附隔間家具💝商辦專業如春房屋,台中市西區五權路,西區,五權路,辦公,5,2,48.0,0.0,0.0,0.0,14,20,39000.0
近74優質店面*大空間*文武百市,台中市北屯區東山路一段,北屯區,東山路一段,店面,6,1,25.0,0.0,0.0,0.0,1,4,25000.0
自由路|74快速|黃金角店|合咖啡店,台中市東區自由路四段,東區,自由路四段,店面,4,1,62.0,0.0,0.0,0.0,1,2,70000.0
西區高樓層商辦近琴美綠園道吳柔霏,台中市北區忠明路,北區,忠明路,辦公,2,2,62.02,0.0,0.0,0.0,5,12,46830.0
近市政府✨雙車位✨一層一戶裝潢美辦✨,台中市西屯區大容西街,西屯區,大容西街,辦公,8,2,112.2,0.0,0.0,0.0,2,12,85191.0
正北屯路店面,台中市北屯區北屯路,北屯區,北屯路,店面,6,1,16.0,0.0,0.0,0.0,1,2,19500.0
台灣大道企業家大坪數全新裝潢含平車吳柔霏,台中市西區臺灣大道二段,西區,臺灣大道二段,辦公,5,2,53.0,0.0,0.0,0.0,8,12,53180.0
眷村店鋪⚡️可倉儲⚡️汽車位⚡️超便宜,台中市西屯區西安街130巷,西屯區,西安街,辦公,8,2,15.5,0.0,0.0,0.0,1,3,14999.0
台灣大道企業家大坪數全新裝潢含平車吳柔霏,台中市西區臺灣大道二段,西區,臺灣大道二段,辦公,5,2,80.0,0.0,0.0,0.0,8,12,83103.0
逢甲知名活耀人流熱鬧美食路段第一首選店面,台中市西屯區文華路,西屯區,文華路,店面,8,1,47.66,0.0,0.0,0.0,1,3,70000.0
近崇德路三段透店可營登適合公司+倉管,台中市北屯區旅順路二段,北屯區,旅順路二段,辦公,6,2,100.0,0.0,0.0,0.0,1,1,45000.0
單元四辦公★一層兩戶★－專營商辦華府房屋,台中市南屯區益豐路三段,南屯區,益豐路三段,辦公,7,2,91.55,0.0,0.0,0.0,5,6,77800.0
單元四辦公★一層兩戶★－專營商辦華府房屋,台中市南屯區益豐路三段,南屯區,益豐路三段,辦公,7,2,63.32,0.0,0.0,0.0,5,6,53500.0
勤美誠品二樓分租工作室，美容室或辦公室可,台中市西區公益路155巷15號,西區,公益路,辦公,5,2,5.0,0.0,0.0,0.0,2,2,7500.0
逢甲商圈✨水湳經貿園區✨方正✨獨立陽台,台中市西屯區河南路二段,西屯區,河南路二段,辦公,8,2,58.0,0.0,0.0,0.0,13,13,51000.0
AA-南區雙商圈金店面出租,台中市南區高工路,南區,高工路,店面,3,1,23.0,1.0,0.0,1.0,1,5,50000.0
7期市政-親家T3-高樓視野質感商辦,台中市西屯區市政路,西屯區,市政路,辦公,8,2,31.088,0.0,0.0,0.0,24,29,64500.0
正五權西路黃金店面,台中市西區五權西路一段,西區,五權西路一段,店面,5,1,36.51,0.0,3.0,2.0,1,2,35000.0
逢甲近文華路㊣西屯路最熱鬧透天店面,台中市西屯區西屯路二段,西屯區,西屯路二段,店面,8,1,49.37,1.0,2.0,1.0,1,2,78000.0
正西屯路店面-可長約,台中市北區西屯路二段3號,北區,西屯路二段,店面,2,1,37.0,0.0,0.0,0.0,1,12,50000.0
正黎明公益商圈樓店,台中市南屯區黎明東街,南屯區,黎明東街,店面,7,1,61.348,0.0,0.0,0.0,1,9,42000.0
六米街菜市場店面出租(東興市場),台中市北區文武街1號,北區,文武街,店面,2,1,13.0,0.0,0.0,0.0,1,1,15000.0
臨路邊間透天店面四維國小一點利北新國中,台中市北屯區柳陽西街94巷,北屯區,柳陽西街,店面,6,1,46.7,0.0,0.0,0.0,1,4,56462.0
❤️歡迎致電📲復興文創酒廠三面角店,台中市南區復興路三段,南區,復興路三段,辦公,3,2,84.8,0.0,0.0,0.0,1,3,69999.0
💖中友、一中1樓賺錢金店面💖找我,台中市北區育才街6巷,北區,育才街,店面,2,1,25.0,0.0,0.0,0.0,1,4,27000.0
台中迷你倉儲有獨立隔間也有平面一樓倉儲,台中市北屯區昌平路338號,北屯區,昌平路,辦公,6,2,3.0,0.0,0.0,0.0,1,1,3000.0
近歌劇院新光大遠百全新辦公大樓視野佳角間,台中市西屯區市政北七路,西屯區,市政北七路,辦公,8,2,63.3,0.0,0.0,0.0,9,28,63100.0
全新夜景有窗辦公大樓（有裝潢隔間）,台中市西屯區漢口路二段151號,西屯區,漢口路二段,辦公,8,2,19.0,0.0,0.0,0.0,14,16,18000.0
全新夜景有窗辦公大樓（有裝潢隔間）,台中市西屯區漢口路二段151號,西屯區,漢口路二段,辦公,8,2,16.0,0.0,0.0,0.0,14,16,14000.0
全新夜景有窗辦公大樓（有裝潢隔間）,台中市西屯區漢口路二段151號,西屯區,漢口路二段,辦公,8,2,32.0,0.0,0.0,0.0,13,16,28000.0
全新夜景有窗辦公大樓（有裝潢隔間）,台中市西屯區漢口路二段,西屯區,漢口路二段,辦公,8,2,49.0,0.0,0.0,0.0,10,16,40000.0
全新夜景有窗辦公大樓（有裝潢隔間）,台中市西屯區漢口路二段151號,西屯區,漢口路二段,辦公,8,2,20.0,0.0,0.0,0.0,10,16,20000.0
12樓文心大慶街口。8.5米大面寬店面,台中市南區大慶街一段231號,南區,大慶街一段,店面,3,1,50.05,0.0,0.0,0.0,1,14,40000.0
逢甲商圈商辦大樓電梯大樓有陽台隔間,台中市西屯區河南路二段262號,西屯區,河南路二段,辦公,8,2,58.0,0.0,0.0,0.0,13,13,51000.0
正文心路10米大面寬挑高7.5米顯眼店面,台中市北屯區文心路四段,北屯區,文心路四段,店面,6,1,40.0,0.0,0.0,0.0,1,24,70000.0
近向上市場車水馬龍面寬4.1米金店面,台中市西區向上路一段,西區,向上路一段,店面,5,1,15.0,0.0,0.0,0.0,1,4,37000.0
❖五期商辦❖生活機能佳❖格局方正❖,台中市西區東興路三段,西區,東興路三段,辦公,5,2,84.2,0.0,0.0,0.0,7,14,63150.0
點超好!五順街東興市場吃市店面,台中市北區五順街,北區,五順街,店面,2,1,24.0,0.0,0.0,0.0,1,1,23000.0
🌾SOGO公益商圈♥大坪數採光三層樓店,台中市西區華美西街一段,西區,華美西街一段,店面,5,1,50.0,0.0,0.0,0.0,1,12,39989.0
🌱東區靜巷平房+夾層工作室網拍倉儲使用,台中市東區十甲北街42號,東區,十甲北街,辦公,4,2,20.0,2.0,1.0,1.0,1,1,15000.0
北區1+2樓店面.大面寬.適合工作室,台中市北區英才路,北區,英才路,店面,2,1,40.0,0.0,0.0,0.0,1,4,35000.0
佑崧豐採｜四大套房電梯店墅｜附冷氣熱水器,台中市北屯區軍福九路,北屯區,軍福九路,店面,6,1,69.0,0.0,0.0,0.0,1,5,68000.0
隔間✦大坪數✦會議室✦銷售中心✦社團活動,台中市北區太原路一段,北區,太原路一段,辦公,2,2,88.0,0.0,0.0,0.0,5,15,41000.0
逢甲之星溫馨小套房~另可做個人小倉庫出租,台中市西屯區文華路139巷3號,西屯區,文華路,辦公,8,2,4.5,0.0,0.0,0.0,6,6,3500.0
審計新村中興街大面寬臨路店面,台中市西區昇平街,西區,昇平街,店面,5,1,25.0,0.0,0.0,0.0,1,8,55000.0
七期臨30米河南路十字路口全新挑高角店,台中市西屯區河南路四段,西屯區,河南路四段,店面,8,1,45.16,0.0,1.0,1.0,1,12,90000.0
❖正五期❖質感大樓❖戶數單純❖停車方便❖,台中市西區忠明南路,西區,忠明南路,辦公,5,2,83.1,0.0,0.0,0.0,3,13,55426.0
❖正五期❖質感大樓❖戶數單純❖停車方便❖,台中市西區忠明南路,西區,忠明南路,辦公,5,2,108.73,0.0,0.0,0.0,3,13,70675.0
築創🆄黃金店面✪SOGO/永豐棧,台中市西區台灣大道二段,西區,台灣大道二段,店面,5,1,10.0,0.0,0.0,0.0,1,5,36000.0
錢潮💎全新1+2樓浩翰MVP店面💎,台中市東區精武東路,東區,精武東路,店面,4,1,42.68,0.0,0.0,0.0,1,24,88000.0
好地段近SOGO金典植物園勤美/採光極優,台中市北區台灣大道二段,北區,台灣大道二段,辦公,2,2,46.0,0.0,0.0,0.0,7,12,42310.0
💛七期親家T3高CP值商辦💛價錢可談,台中市西屯區市政路,西屯區,市政路,辦公,8,2,46.0,0.0,0.0,0.0,3,29,81000.0
台灣大道辦公★漂亮隔間－專營商辦華府房屋,台中市西屯區台灣大道二段,西屯區,台灣大道二段,辦公,8,2,45.57,0.0,0.0,0.0,11,12,35545.0
精密園區嶺東最美花園大面寬挑高店面,台中市南屯區文山路,南屯區,文山路,店面,7,1,42.0,0.0,0.0,0.0,1,18,55000.0
美村路復興路角間大樓店適咖啡廳餐飲業,台中市南區美村路二段184號,南區,美村路二段,店面,3,1,68.84,0.0,0.0,0.0,1,12,85300.0
水湳市場店面,台中市北屯區中清路二段189巷101號,北屯區,中清路二段,店面,6,1,70.0,0.0,0.0,0.0,1,3,25000.0
全新【浩翰MVP】黃金店面雙車-含車,台中市東區精武東路,東區,精武東路,店面,4,1,42.68,0.0,0.0,0.0,1,3,88000.0
台中火車站宮原眼科中山路大面寬熱鬧店面,台中市中區中山路,中區,中山路,店面,1,1,42.0,0.0,0.0,0.0,1,3,40000.0
東區/出租店面/一樓70坪/角間黃金地帶,台中市東區自由路四段,東區,自由路四段,店面,4,1,70.0,0.0,0.0,0.0,1,4,68000.0
台灣大道辦公★－專營商辦華府房屋,台中市西屯區台灣大道二段,西屯區,台灣大道二段,辦公,8,2,45.56,0.0,0.0,0.0,5,12,36448.0
僅出租一樓辦公室~可工作室~屋況極佳,台中市南區五權南路680巷,南區,五權南路,辦公,3,2,22.0,0.0,0.0,0.0,1,3,14000.0
NT.2800快！秒殺！北屯最賺錢店面,台中市北屯區北屯路,北屯區,北屯路,店面,6,1,20.0,0.0,0.0,0.0,1,3,26000.0
★現有隔間，屋況漂亮★－專營商辦華府房屋,台中市北區漢口路四段,北區,漢口路四段,辦公,2,2,54.0,0.0,0.0,0.0,2,12,30000.0
東山熱鬧商圈賺錢角間店面,台中市北屯區東山路一段,北屯區,東山路一段,店面,6,1,46.85,0.0,0.0,0.0,1,4,56000.0
黎明市政路實用店面,台中市西屯區黎明路二段840號,西屯區,黎明路二段,店面,8,1,17.0,0.0,0.0,0.0,1,3,45000.0
C🌳東區臨路轉角店面，適合文武百業⭐,台中市東區建成路,東區,建成路,店面,4,1,95.0,0.0,0.0,0.0,1,4,45000.0
五期公益商圈黃金店面,台中市西區華美西街一段45號,西區,華美西街一段,店面,5,1,38.0,0.0,0.0,0.0,1,4,38000.0
🍀向上園邸稀有釋出雙店面1-3層樓,台中市南屯區黎明東街197號,南屯區,黎明東街,店面,7,1,123.5,0.0,0.0,0.0,1,14,90000.0
七期TPOWER親家市政廣場裝潢平車,台中市西屯區市政北七路,西屯區,市政北七路,辦公,8,2,35.53,0.0,0.0,0.0,11,28,85000.0
正中工三路，熱鬧地段獨棟吃市透店，含稅,台中市西屯區中工三路,西屯區,中工三路,店面,8,1,85.9,0.0,0.0,0.0,1,3,50000.0
🍎熱鬧商圈-西屯路1~3樓整棟透店出租,台中市北區西屯路一段,北區,西屯路一段,店面,2,1,46.0,0.0,0.0,0.0,1,2,42000.0
西屯商圈金店面,台中市西屯區西屯路二段,西屯區,西屯路二段,店面,8,1,20.0,0.0,0.0,0.0,1,5,28000.0
五權車站旁金透店.門前可停車,台中市西區三民路一段,西區,三民路一段,店面,5,1,51.486,0.0,0.0,0.0,1,4,35000.0
正台灣大道黃金1樓店面,台中市北區台灣大道二段,北區,台灣大道二段,店面,2,1,31.76,0.0,0.0,0.0,1,2,32000.0
大面寬✅💙適【輕食美容】辦公🌈,台中市北區太原北路,北區,太原北路,辦公,2,2,28.1,0.0,0.0,0.0,1,5,28000.0
大面寬✅💙適【輕食美容】辦公🌈,台中市北區太原北路,北區,太原北路,辦公,2,2,28.0,0.0,0.0,0.0,1,5,28000.0
何厝街角間黃金店面,台中市西屯區何厝街,西屯區,何厝街,店面,8,1,43.72,0.0,1.0,1.0,1,5,45000.0
⭐️三角窗黃金地段⭐️適診所⭐️一層一戶,台中市北區進化北路,北區,進化北路,辦公,2,2,85.6,0.0,0.0,0.0,2,10,58000.0
七期正文心路✿百米園道－專營商辦華府房屋,台中市西屯區文心路二段201號,西屯區,文心路二段,辦公,8,2,55.66,0.0,0.0,0.0,13,23,69575.0
近交流道★含一機附隔間-商辦專業如春房屋,台中市西屯區台灣大道四段,西屯區,台灣大道四段,辦公,8,2,62.48,0.0,0.0,0.0,10,11,36061.0
全新電梯透店##周邊各大學商進駐#整棟出,台中市北屯區軍福九路,北屯區,軍福九路,店面,6,1,89.0,0.0,0.0,0.0,1,5,68000.0
西屯超優地段辦公室✨適各類型工作室✔️,台中市西屯區文心路二段,西屯區,文心路二段,辦公,8,2,9.0,0.0,0.0,0.0,3,21,14000.0
美術館商圈透天店面,台中市西區五權西路一段227號,西區,五權西路一段,店面,5,1,61.0,0.0,0.0,0.0,1,2,35000.0
勤美商圈全新裝潢工業風獨立空調質感辦公室,台中市西區台灣大道二段181號,西區,台灣大道二段,辦公,5,2,4.5,0.0,0.0,0.0,-1,15,8000.0
電梯辦公創意工作室,台中市西區忠明南路,西區,忠明南路,辦公,5,2,7.0,0.0,0.0,0.0,3,5,12000.0
正一中.中友百貨雙商圈黃金店面,台中市北區一中街,北區,一中街,店面,2,1,15.0,0.0,0.0,0.0,1,5,35000.0
🌸崇德星巴克大店面~禁油~稅可議,台中市北屯區崇德十路,北屯區,崇德十路,店面,6,1,50.0,0.0,0.0,0.0,1,4,75000.0
捷運市政府★方正附隔間-商辦專業如春房屋,台中市西屯區臺灣大道二段,西屯區,臺灣大道二段,辦公,8,2,85.75,0.0,0.0,0.0,6,14,62289.0
西區台灣大道二段上近中正國小店面,台中市西區台灣大道二段,西區,台灣大道二段,店面,5,1,45.0,0.0,0.0,0.0,1,4,42000.0
連鎖門面、秘書服務式辦公室/工作室,台中市北區中清路一段89號,北區,中清路一段,辦公,2,2,4.5,0.0,0.0,0.0,7,18,12000.0
"共享空間，個人座位，每月最低1,500元",台中市西區台灣大道二段307號,西區,台灣大道二段,辦公,5,2,1.5,0.0,0.0,0.0,24,28,1500.0
個人辦公位出租,台中市西屯區西屯路二段256巷,西屯區,西屯路二段,辦公,8,2,2.0,0.0,0.0,0.0,16,22,4000.0
超級大面寬金店🍎自助洗衣無人商店誠可談,台中市北屯區敦富路,北屯區,敦富路,店面,6,1,27.0,0.0,0.0,0.0,1,15,50000.0
逢甲商圈搶手金店面,台中市西屯區文華路,西屯區,文華路,店面,8,1,18.0,0.0,0.0,0.0,1,3,60000.0
【店面達人】一中商圈育才南街店面📞,台中市北區育才南街,北區,育才南街,店面,2,1,15.0,0.0,0.0,0.0,1,12,33000.0
七期市政府捷運站獨立洗手間🎁如春房屋,台中市西屯區市政北一路,西屯區,市政北一路,辦公,8,2,51.57,0.0,0.0,0.0,14,15,51212.0
精誠路台灣大道，裝潢角間大店面，雙邊招牌,台中市西區精誠路,西區,精誠路,店面,5,1,27.0,0.0,0.0,0.0,1,4,50000.0
五權路精美辦公室，靠近美術館,台中市西區五權路106號,西區,五權路,辦公,5,2,48.0,0.0,0.0,0.0,14,20,39000.0
單元二公益路商圈綠意怏然2樓透天別墅,台中市南屯區干城街202巷1弄16號,南屯區,干城街,店面,7,1,25.0,0.0,0.0,0.0,1,2,34800.0
鼎天文心商辦,台中市北屯區文心路四段,北屯區,文心路四段,辦公,6,2,43.64,0.0,0.0,0.0,12,26,40221.0
台中市中心地標商辦屋主心態佳誠售,台中市西區台灣大道186號,西區,台灣大道,辦公,5,2,104.29,0.0,0.0,0.0,15,25,85362.0
廍子學區全新大面寬電梯住家店面辦公可營登,台中市北屯區軍福九路,北屯區,軍福九路,店面,6,1,80.0,0.0,0.0,0.0,1,5,68000.0
承辦Ｎiki✦七期南側1房1廳樓中樓,台中市南屯區向心路,南屯區,向心路,辦公,7,2,9.67,0.0,0.0,0.0,10,23,15500.0
真有租!勤美公益雙商圈1-3樓黃金店面,台中市西區華美西街一段,西區,華美西街一段,店面,5,1,50.0,0.0,0.0,0.0,1,3,39989.0
北區辦公大樓,台中市北區三民路三段,北區,三民路三段,辦公,2,2,81.0,0.0,0.0,0.0,5,12,26000.0
太舜天王大樓,台中市北屯區崇德路二段130號,北屯區,崇德路二段,辦公,6,2,67.0,0.0,0.0,0.0,3,25,40900.0
臨路店住合一/輕屋齡/騎樓停車/鄰近十二單元,台中市北屯區旱溪西路三段,北屯區,旱溪西路三段,店面,6,1,55.0,4.0,3.0,3.0,1,4,40000.0
東興路*大墩一街口.辦公工作室,台中市南屯區大墩一街,南屯區,大墩一街,辦公,7,2,16.58,0.0,0.0,0.0,-1,16,10000.0
浩瀚ＭＶＰ精武東路店面,台中市東區精武東路,東區,精武東路,店面,4,1,42.58,0.0,2.0,2.0,1,24,80000.0
嶺東超俗裝潢店面含管理費,台中市南屯區寶山五街,南屯區,寶山五街,店面,7,1,15.31,0.0,0.0,0.0,1,7,12100.0
東山路角間8米大面寬室內35坪雙店面,台中市北屯區東山路二段,北屯區,東山路二段,店面,6,1,35.5,0.0,0.0,0.0,1,1,30000.0
秒殺全新店面✨可輕食✨可營登,台中市西區美村路一段83巷,西區,美村路一段,店面,5,1,22.0,0.0,0.0,0.0,1,5,25999.0
新業自由居大面寬雙店面~專租店面張景勝,台中市東區自由路四段259號,東區,自由路四段,店面,4,1,24.614,0.0,0.0,0.0,1,15,48000.0
精科精銳店面附平面車位,台中市南屯區永春南路,南屯區,永春南路,店面,7,1,39.21,2.0,1.0,2.0,1,14,40740.0
面寬10米臨路20米封頂店面,台中市北屯區東山路一段,北屯區,東山路一段,店面,6,1,64.0,0.0,0.0,0.0,1,4,50000.0
🔥正崇德路上邊間1+2黃金店面+地下室,台中市北區崇德路一段,北區,崇德路一段,店面,2,1,60.0,0.0,0.0,0.0,1,5,60000.0
國美館透天店面~,台中市西區五權西路一段,西區,五權西路一段,店面,5,1,60.0,0.0,0.0,0.0,1,2,35000.0
🍉全新挑高六米🍉輕食辦公室🍉可營豋,台中市西區三民路一段,西區,三民路一段,辦公,5,2,29.0,0.0,0.0,0.0,1,1,50000.0
勤美商圈邊間漂亮辦公空間,台中市西區公益路,西區,公益路,辦公,5,2,16.59,0.0,0.0,0.0,14,14,16775.0
小紀-【逢甲商圈✨秒殺月租金✨一樓店面✨可餐飲業】,台中市西屯區福上巷,西屯區,福上巷,店面,8,1,12.0,1.0,1.0,1.0,1,1,14000.0
已出租/歡迎屋主委售委租,台中市西屯區四川路87巷,西屯區,四川路,店面,8,1,85.0,0.0,0.0,0.0,1,4,40250.0
小紀-【整棟！車庫別墅✨辦公✨住宅✨工作室✨店面】,台中市北屯區松竹路二段,北屯區,松竹路二段,店面,6,1,47.0,4.0,2.0,2.0,1,4,40000.0
西區超美商辦42坪含機械車位,台中市西區華美西街一段,西區,華美西街一段,辦公,5,2,42.0,0.0,0.0,0.0,11,12,44600.0
絕佳地段，租金3萬有找,台中市西區博館路117號,西區,博館路,辦公,5,2,44.36,0.0,0.0,0.0,7,13,32101.0
★台中火車站★角間黃金店面(餐飲優先!),台中市中區建國路173號,中區,建國路,店面,1,1,42.0,0.0,0.0,0.0,1,13,60000.0
忠孝路台中路交叉口~金鑽黃金店面~俗俗租,台中市東區台中路,東區,台中路,店面,4,1,40.0,2.0,1.0,2.0,1,2,26000.0
北屯黃金大面寬店面,台中市北屯區僑孝街,北屯區,僑孝街,店面,6,1,34.06,0.0,0.0,1.0,1,4,35000.0
松竹商圈雙車位大店面,台中市北屯區松安街,北屯區,松安街,店面,6,1,36.0,0.0,0.0,0.0,1,14,80000.0
"格局方正,現有隔間裝潢,大空間好規劃",台中市北區永興街,北區,永興街,辦公,2,2,120.0,0.0,0.0,0.0,7,17,66600.0
東興路店面稀有釋出,台中市西區東興路二段,西區,東興路二段,店面,5,1,32.0,0.0,0.0,0.0,1,4,48000.0
捷運線商辦┃G9出口╳機能佳@華府房屋,台中市西屯區文心路二段,西屯區,文心路二段,辦公,8,2,67.56,0.0,0.0,0.0,7,14,45941.0
世貿商辦大樓,台中市西屯區中工二路,西屯區,中工二路,辦公,8,2,80.0,0.0,0.0,0.0,12,14,80000.0
黃金三角窗店面,台中市中區綠川東街30號,中區,綠川東街,店面,1,1,10.0,0.0,0.0,0.0,1,10,18000.0
臺灣大道近永豐棧邊間透店1-2樓,台中市西屯區臺灣大道二段725號,西屯區,臺灣大道二段,店面,8,1,40.0,0.0,0.0,0.0,1,5,42000.0
台中火車站旁電梯大樓面帝國糖廠生態湖,台中市東區復興路四段301號,東區,復興路四段,辦公,4,2,15.0,2.0,1.0,1.0,9,10,8300.0
文心甘肅路口電商首選大坪數辦公室,台中市西屯區長安路一段,西屯區,長安路一段,辦公,8,2,105.0,0.0,0.0,0.0,3,4,42000.0
勤美商圈草悟道面樹海漂亮商辦,台中市西區館前路,西區,館前路,辦公,5,2,32.0,0.0,0.0,0.0,2,12,22240.0
🌟正七期♥正朝馬路♥大面寬黃金店面,台中市西屯區朝馬路162號,西屯區,朝馬路,店面,8,1,68.82,0.0,0.0,0.0,1,28,70000.0
逢甲店面-文華路熱鬧區段,台中市西屯區文華路,西屯區,文華路,店面,8,1,6.0,0.0,0.0,0.0,1,4,30000.0
｜西區二樓整層｜裝潢.隔間可變｜長租可議,台中市西區民生路,西區,民生路,辦公,5,2,60.0,0.0,0.0,0.0,2,12,40050.0
稀有釋出黎明商圈大面寬熱鬧金店,台中市南屯區大墩十二街640號,南屯區,大墩十二街,店面,7,1,63.0,0.0,0.0,0.0,1,2,51100.0
純一樓🔥適合辦公.3C★大慶街/店面,台中市南區文心南路739號,南區,文心南路,店面,3,1,14.0,0.0,0.0,0.0,1,4,16800.0
東海榮總，吃市街１＋２樓店面，可餐飲,台中市西屯區福聯街15巷,西屯區,福聯街,店面,8,1,33.85,0.0,0.0,0.0,1,13,17000.0
近植物園環境清幽舒適辦公室,台中市北區忠明路200號,北區,忠明路,辦公,2,2,10.0,0.0,0.0,0.0,6,13,9700.0
北平商圈@適無人商店、團購、網拍,台中市北屯區北平路三段4號,北屯區,北平路三段,店面,6,1,26.0,0.0,0.0,0.0,4,4,30000.0
1樓店面2樓兩房兩衛浴♥彩虹眷村旁♥,台中市南屯區嶺東南路78號,南屯區,嶺東南路,店面,7,1,27.9,2.0,2.0,2.0,1,8,32000.0
Z全新7.5米大面寬金店面電梯別墅,台中市北屯區建和路二段,北屯區,建和路二段,店面,6,1,19.2,0.0,0.0,0.0,1,4,45888.0
G6-文心路昌平路-昌平夜市住三增值金店,台中市北屯區柳楊西街,北屯區,柳楊西街,店面,6,1,26.188,0.0,0.0,0.0,1,5,23000.0
一中商圈倉庫出租超便宜,台中市北區三民路三段104號,北區,三民路三段,辦公,2,2,4.0,0.0,0.0,0.0,4,12,2500.0
我是承辦租四維國小捷運鼎天商務百坪三平車,台中市北屯區文心路四段,北屯區,文心路四段,辦公,6,2,132.7,0.0,0.0,0.0,3,26,80000.0
十二單元黃金店面含平車近好市多人潮多,台中市北屯區旱溪西路三段,北屯區,旱溪西路三段,店面,6,1,40.0,0.0,0.0,0.0,1,14,55500.0
❤❤捷運沿線百坪好運用招財辦公室❤❤,台中市北屯區文心路四段,北屯區,文心路四段,辦公,6,2,116.0,0.0,0.0,0.0,4,12,84840.0
Z專任臨路12米文武百市透店,台中市北區綏遠路一段,北區,綏遠路一段,店面,2,1,37.3,0.0,0.0,0.0,1,2,45000.0
【商用達人】SOGO商圈辦公大樓附車位,台中市北區台灣大道二段,北區,台灣大道二段,辦公,2,2,135.0,0.0,0.0,0.0,4,12,67500.0
嶺東商圈搶手店面,台中市南屯區永春南路56巷,南屯區,永春南路,店面,7,1,20.0,0.0,0.0,0.0,1,4,28000.0
商辦出租環境單純/戶數少/附冷氣,台中市北屯區天津路三段67號,北屯區,天津路三段,辦公,6,2,5.0,0.0,0.0,0.0,5,6,7500.0
燕子🍊惠來公園透天金店面🍊,台中市西屯區政和路,西屯區,政和路,店面,8,1,63.99,0.0,0.0,0.0,-1,14,47750.0
一樓全新店面🍀全新免整理🍀直接開業,台中市北區南京東路二段,北區,南京東路二段,店面,2,1,33.7,0.0,0.0,0.0,1,5,19000.0
G5鼎天商辦出價來談,台中市北屯區文心路四段,北屯區,文心路四段,辦公,6,2,53.57,0.0,0.0,0.0,14,26,36286.0
北屯好市多全新店面-櫻花巨人,台中市北屯區南興路,北屯區,南興路,店面,6,1,34.0,0.0,0.0,0.0,1,15,50000.0
好市多，捷運總站，夜市旁，全新店面,台中市北屯區敦富二街,北屯區,敦富二街,店面,6,1,21.0,0.0,0.0,0.0,1,15,50000.0
逢甲臨路面寬3.5米1F店面逢甲大學旁,台中市西屯區文華路162巷,西屯區,文華路,店面,8,1,15.0,0.0,0.0,0.0,1,3,21000.0
五期東興路輕食店面~專租店面張景勝最謹慎,台中市南屯區東興路三段,南屯區,東興路三段,店面,7,1,33.763,0.0,0.0,0.0,1,14,44026.0
南屯精密園區1+2樓金店面,台中市南屯區文山路,南屯區,文山路,店面,7,1,38.0,0.0,0.0,0.0,1,2,30000.0
中小型辦公室及個人工作室首選近捷運好停車,台中市西屯區台灣大道二段910號,西屯區,台灣大道二段,辦公,8,2,5.0,0.0,0.0,0.0,9,14,12000.0
✨興大男宿旁全新整理三角窗透天店面✨,台中市南區興大路432巷,南區,興大路,店面,3,1,60.5,0.0,0.0,0.0,1,2,32000.0
吉屋和平商辦街,台中市東區和平街228巷,東區,和平街,辦公,4,2,15.0,0.0,0.0,0.0,1,6,15000.0
❖G5捷運站商辦❖屋況佳❖生活機能佳❖,台中市北屯區文心路四段,北屯區,文心路四段,辦公,6,2,76.25,0.0,0.0,0.0,6,26,41938.0
正昌平路上松竹國小旁1、2樓黃金店可議),台中市北屯區昌平路二段,北屯區,昌平路二段,店面,6,1,40.0,0.0,0.0,0.0,1,4,35000.0
純一樓90坪✪永春東七路雙面臨路店面倉庫,台中市南屯區永春東七路,南屯區,永春東七路,店面,7,1,90.0,0.0,0.0,0.0,1,1,68000.0
捷運站出口❤️歡迎連鎖品牌直營加盟飲料店,台中市北屯區敦富一街,北屯區,敦富一街,店面,6,1,26.66,0.0,0.0,0.0,1,12,50000.0
南區美村商圈邊間透天住店,台中市南區平順街,南區,平順街,店面,3,1,40.0,0.0,0.0,0.0,1,2,25000.0
住店✅1+B1✅營登✅禁油煙✅,台中市西屯區西屯路二段,西屯區,西屯路二段,店面,8,1,36.0,0.0,0.0,0.0,1,3,31999.0
干城車站店面✨可餐飲,台中市中區公園路,中區,公園路,店面,1,1,20.4,0.0,0.0,0.0,1,2,35000.0
🌾好市多1+2F全新金店面♥室內大坪數,台中市北屯區南興路,北屯區,南興路,店面,6,1,60.5,0.0,0.0,0.0,1,12,57748.0
金店面2+3+4樓美髮美容美睫,台中市西屯區福星路526巷,西屯區,福星路,店面,8,1,75.0,0.0,0.0,0.0,2,4,36000.0
商辦|水電空調全包/可辦營登,台中市西區忠明南路270號,西區,忠明南路,辦公,5,2,10.0,0.0,0.0,0.0,10,20,12600.0
"逢甲大學門口前黃金店面,賺大錢店面",台中市西屯區逢甲路122號,西屯區,逢甲路,店面,8,1,21.0,0.0,0.0,0.0,1,5,50000.0
