addr,district,road,description,area,room,bath,dinning,obj_type,which_floor,total_floor,mgnt_fee,rent_fee
台中市北區漢口路三段,北區,漢口路三段,北區簡約風套房❤️電梯❤️子母車,10.0,1.0,1.0,0.0,獨立套房,7,8,800元/月,8200.0
台中市北區賴厝街,北區,賴厝街,可貓~獨洗曬~健康爬樓梯~近北屯西屯,7.5,1.0,1.0,0.0,獨立套房,6,6,無,6000.0
台中市西區民權路229巷,西區,民權路,🍁可寵大二房🍁陽台獨洗🧡電梯管員,22.0,2.0,2.0,1.0,整層住家,6,7,"2,500元/月",19500.0
台中市南屯區河南路四段,南屯區,河南路四段,博識高級社區最強秒殺戶精品質感兩房平車,30.0,2.0,1.0,2.0,整層住家,15,24,"4,100元/月",28000.0
台中市南區大慶街二段,南區,大慶街二段,可寵👀一房一廳👀✨生活機優✨管理員,10.0,1.0,1.0,0.0,獨立套房,1,14,"1,000元/月",7500.0
台中市南區學府路,南區,學府路,秒殺可貓👀中興大學👀小資最愛👀獨洗,10.0,1.0,1.0,0.0,獨立套房,18,18,"1,000元/月",6000.0
台中市中區台灣大道一段,中區,台灣大道一段,台水電~獨立洗衣機~近北區一中商圈,9.0,1.0,1.0,0.0,獨立套房,5,9,800元/月,7000.0
台中市北屯區軍功路二段106巷,北屯區,軍功路二段,北屯✔️秒殺釋出◎精緻簡約✔️搶先預約,8.0,1.0,1.0,0.0,獨立套房,2,5,,6000.0
台中市南屯區大英街183巷,南屯區,大英街,南屯區✔️秒殺釋出◎精緻簡約✔️搶先預約,8.0,1.0,1.0,0.0,獨立套房,2,5,,6000.0
台中市南屯區文心南五路一段,南屯區,文心南五路一段,八期小坪數合法廠房稀有釋出!!!,45.0,0.0,0.0,0.0,廠房,1,1,,45000.0
台中市南區大慶街二段,南區,大慶街二段,5房3廳6衛2陽 愛買商圈/大慶捷運/中山醫學院,53.0,5.0,6.0,3.0,住宅,1,4,,38000.0
台中市北區忠明路464巷5號,北區,忠明路,辦公適文武百市近中清路民權路健行路,85.0,0.0,0.0,0.0,辦公,1,5,,42000.0
台中市西屯區台灣大道二段888號,西屯區,台灣大道二段,✨租屋找星耀✨市政香榭單身豪宅,10.0,1.0,1.0,1.0,整層住家,6,14,無,15000.0
台中市南屯區大墩十街,南屯區,大墩十街,⭐️近文心森林公園、家樂福 ⭐️全新粉刷⭐全新廚具,38.0,2.0,2.0,2.0,住宅,5,24,,28000.0
台中市中區三民路二段,中區,三民路二段,✨兩房一廳✨可寵可貓✨流理台✨子母車,15.0,2.0,1.0,1.0,整層住家,3,4,"1,000元/月",15000.0
台中市西區美村路一段,西區,美村路一段,黃金店面@營登@可輕食@禁重油煙,19.0,0.0,0.0,0.0,店面,1,1,,27999.0
台中市北區中清路,北區,中清路,曉明女中2房1廳,20.0,2.0,1.0,1.0,整層住家,2,5,,19500.0
台中市北屯區崇德二路,北屯區,崇德二路,超大空間⭐唯美採光⭐乾溼分離⭐文心崇德站,15.12,1.0,1.0,0.0,獨立套房,3,4,"2,000元/月",12000.0
台中市北屯區敦富路,北屯區,敦富路,正敦富路casco總站夜市全新店面,320.0,0.0,0.0,0.0,店面,2,2,無,500000.0
台中市西屯區台灣大道四段671巷,西屯區,台灣大道四段,一房一廳★陽台獨洗曬★變頻冷暖氣★流理台,13.0,1.0,1.0,0.0,獨立套房,2,4,"1,000元/月",8999.0
台中市西區美村路一段,西區,美村路一段,西區💖可狗可報稅全配兩房,20.0,2.0,2.0,2.0,整層住家,13,13,,25000.0
台中市北區忠明路,北區,忠明路,⚡富築⚡超大角間⚡有菜梯⚡地下室⚡輕油煙,80.0,0.0,0.0,0.0,住宅,1,2,,128000.0
台中市北屯區太順路,北屯區,太順路,北屯廍子近太平樹孝住辦,70.0,3.0,4.0,2.0,住宅、辦公,5,6,1625元/月,60000.0
台中市西屯區福中二街,西屯區,福中二街,房東自租免仲介費/磁扣進出安全性高,7.0,1.0,1.0,0.0,分租套房,4,4,,7600.0
台中市西區美村路一段,西區,美村路一段,(台水電)SOGO家電大套戶籍租屋+補助,8.0,1.0,1.0,0.0,獨立套房,3,14,"2,500元/月",11000.0
台中市西屯區大墩二十街150號,西屯區,大墩二十街,鄰近市府機能套房，有陽台，稀有釋出,11.0,1.0,1.0,0.0,獨立套房,4,7,300元/月,9500.0
台中市北區衛道路,北區,衛道路,秒殺地點陽台獨洗電梯,25.0,3.0,1.0,1.0,整層住家,2,6,"2,000元/月",20999.0
台中市北屯區東山路一段,北屯區,東山路一段,北屯東山年度最屌大三+1房可寵平車大露台,50.0,3.0,2.0,2.0,整層住家,4,12,"3,000元/月",24999.0
台中市北區育樂街,北區,育樂街,💖兩房兩廳💖近一中💖台水電💖,20.0,2.0,1.0,2.0,整層住家,11,12,,25000.0
台中市北區益華街58巷,北區,益華街,★陽台獨洗曬★近中友★流理台★可貓咪,9.0,1.0,1.0,0.0,獨立套房,1,3,"1,000元/月",6800.0
台中市北屯區太原路三段,北屯區,太原路三段,新透天大空間★雙面開窗★汽機車位可停,10.0,0.0,0.0,0.0,車位,3,4,500元/月,5000.0
台中市西屯區至善路,西屯區,至善路,逢甲僑光⛅陽台獨洗⛅大坪數⛅管理室代收~,15.0,1.0,1.0,0.0,獨立套房,11,13,"1,000元/月",12000.0
台中市北區天津路二段,北區,天津路二段,北平商區⛅全新電梯⛅陽台獨洗⛅乾溼分離,15.0,1.0,1.0,0.0,獨立套房,3,6,"1,000元/月",12000.0
台中市西區大全街,西區,大全街,愛姐の美術館獨洗流理臺❤️公館路三民路一,10.0,1.0,1.0,0.0,獨立套房,3,5,500元/月,10000.0
台中市北區中清路一段,北區,中清路一段,透天分層大坪數兩房★包水瓦斯★流理台電伙,25.0,2.0,1.0,1.0,整層住家,2,5,"2,000元/月",19000.0
台中市南區美村路二段,南區,美村路二段,超值1房廳🔥陽台獨洗⭐電梯⭐室內G車,14.0,1.0,1.0,0.0,獨立套房,5,6,"1,000元/月",10499.0
台中市北區育樂街,北區,育樂街,可寵✅雙層冰箱✅一層兩戶獨立鞋櫃採光通風,8.0,1.0,1.0,0.0,獨立套房,4,5,"1,001元/月",5999.0
台中市北屯區四平路568巷,北屯區,四平路,洲際w二房含車景觀戶絕美傢俱可談有圖可參,27.0,2.0,1.0,2.0,整層住家,17,25,"3,000元/月",25000.0
台中市北屯區太順路,北屯區,太順路,🏡近74🏡低公設🏡可寵🏡,35.0,3.0,2.0,2.0,整層住家,10,14,"3,000元/月",29000.0
台中市北區陝西五街,北區,陝西五街,北區西屯💚全新套房💚陽台獨洗✅,10.0,1.0,1.0,0.0,獨立套房,2,3,,15000.0
台中市西區三民路一段50巷8號,西區,三民路一段,優質獨立套房有洗衣機設備新生活機能優,8.0,1.0,1.0,0.0,獨立套房,4,19,500元/月,4500.0
台中市西屯區何厝街,西屯區,何厝街,西屯區三角店面不可餐飲,17.0,0.0,0.0,0.0,店面,1,1,,40000.0
台中市南屯區大英西一街105號,南屯區,大英西一街,熊貓帝國學區房文心森林捷運宅,50.15,3.0,2.0,2.0,整層住家,7,22,"2,558元/月",28000.0
台中市南區台中路,南區,台中路,全新3房2廳2陽台,26.0,3.0,1.0,2.0,整層住家,5,12,"1,078元/月",19600.0
台中市西屯區福中八街15號,西屯區,福中八街,套房分租台中世貿中心旁近台灣大道工業區,10.0,1.0,1.0,0.0,分租套房,2,5,,6500.0
台中市北區崇德路一段256巷,北區,崇德路一段,✨北區極新美裝潢大套房‼️電梯免爬梯,12.0,0.0,0.0,0.0,車位,2,5,"1,000元/月",11000.0
台中市西屯區櫻城一街,西屯區,櫻城一街,新~電梯陽台獨洗獨曬沙發~逢甲,9.0,1.0,1.0,0.0,獨立套房,3,8,"1,000元/月",8499.0
台中市北區忠明路,北區,忠明路,陽台獨洗獨曬❤流理台❤電梯管理❤室內機車,10.0,1.0,1.0,0.0,獨立套房,11,12,"1,000元/月",8999.0
台中市東區樂業路,東區,樂業路,全新大三房平面車位,40.0,3.0,2.0,2.0,整層住家,5,12,,29000.0
台中市西屯區文華路,西屯區,文華路,逢甲☸電梯可貓☸超新採光超棒☸大衛浴開窗,7.5,1.0,1.0,0.0,獨立套房,6,7,500元/月,4700.0
台中市北區育樂街,北區,育樂街,✨全新1+1房✨傢俱電全配✨24H管理,18.0,1.0,1.0,1.0,整層住家,11,25,"2,000元/月",25000.0
台中市北區自強街35巷,北區,自強街,子母車💙陽台獨洗💙飲水機.系統櫃收納,10.0,1.0,1.0,0.0,獨立套房,2,5,"1,001元/月",10999.0
台中市西區民權路229巷,西區,民權路,近勤美綠園道★電梯兩房物件★採光佳獨洗曬,24.0,2.0,1.0,1.0,整層住家,6,7,"1,000元/月",19999.0
台中市西屯區市政路,西屯區,市政路,七期國家歌劇院豪宅雙平車美裝潢可戶籍,106.0,3.0,3.0,3.0,整層住家,11,27,"15,000元/月",100000.0
台中市西區忠勤街,西區,忠勤街,教育大台中醫院☎3房全配家具❤超低價❤,26.0,3.0,1.0,1.0,整層住家,5,6,"1,000元/月",18999.0
台中市北區民權路359巷,北區,民權路,新裝潢~陽台獨洗~流理台~近西區西屯區,11.0,1.0,1.0,0.0,獨立套房,5,6,無,12800.0
台中市西區美村路一段,西區,美村路一段,勤美誠品草悟道洲際酒店視野超值大套不怕吵,7.7,1.0,1.0,0.0,獨立套房,5,13,750元/月,10000.0
台中市西區美村路一段43號,西區,美村路一段,獨家！SOGO後面電梯24H管理大套！,8.0,1.0,1.0,0.0,獨立套房,3,14,無,13000.0
台中市南區東興路一段,南區,東興路一段,興大VS中山醫❗正2房2廳⭐包網路第四台,28.0,2.0,1.0,2.0,整層住家,8,16,"3,000元/月",24000.0
台中市西屯區國安一路,西屯區,國安一路,藍海溫馨小家庭,25.0,2.0,1.0,2.0,整層住家,14,15,"2,000元/月",21000.0
台中市南屯區大進街,南屯區,大進街,全新裝潢南屯公益路旁室內50坪店面,50.0,0.0,0.0,0.0,店面,1,1,無,40000.0
台中市西區公館路,西區,公館路,全新未住★電磁爐★流理臺★獨洗★沙發,12.5,1.0,1.0,0.0,獨立套房,2,4,"1,000元/月",9499.0
台中市西區公益路,西區,公益路,裕毛屋勤美草悟道大四房溫馨宅附車位,50.49,4.0,2.0,2.0,整層住家,14,14,"3,400元/月",28000.0
台中市北區梅川西路三段125號,北區,梅川西路三段,დ日禾梅川დ電梯套房♛免仲✿台水電獨洗曬,13.33,1.0,1.0,0.0,獨立套房,4,6,"1,000元/月",11500.0
台中市北屯區環太東路,北屯區,環太東路,💕全新3房💕含車含管,36.87,3.0,2.0,2.0,整層住家,7,15,,24000.0
台中市西區三民路一段50巷,西區,三民路一段,秒殺台水電★電梯管理員★陽台★獨洗★沙發,12.0,1.0,1.0,0.0,獨立套房,18,19,"1,000元/月",7499.0
台中市北屯區漢口路五段,北屯區,漢口路五段,TOP★獨洗★可寵可狗★流理臺~電梯,10.0,1.0,1.0,0.0,獨立套房,6,7,"1,000元/月",7499.0
台中市西屯區台灣大道四段,西屯區,台灣大道四段,台灣大道四段露天平面車位,4.0,0.0,0.0,0.0,車位,--,0,,1400.0
台中市北區北屯路49號,北區,北屯路,可貓❤全新整理❤獨洗電梯採光機能好,8.0,1.0,1.0,0.0,獨立套房,4,12,500元/月,6999.0
台中市南屯區大英西一街,南屯區,大英西一街,文心森林公園公益💖3房平車可租補戶籍,50.0,3.0,2.0,2.0,整層住家,7,15,"2,558元/月",30000.0
台中市西屯區中工三路,西屯區,中工三路,🌈全新裝潢⭐獨洗曬⭐子母車⭐近國道,12.0,1.0,1.0,0.0,獨立套房,2,7,"1,000元/月",8500.0
台中市北屯區太原路三段,北屯區,太原路三段,北屯大三房❤惠宇稀有釋出❤全新未入住❤,41.0,3.0,2.0,2.0,整層住家,9,15,"4,500元/月",33500.0
台中市南屯區忠勇路43號之4,南屯區,忠勇路,近嶺東科大&amp;精密園區,6.0,1.0,1.0,0.0,住宅,4,6,,6000.0
台中市北區太平路,北區,太平路,一中精華商圈電梯雅致獨立大套房,12.0,1.0,1.0,1.0,整層住家,4,7,650元/月,13500.0
台中市西區中美街,西區,中美街,築創🆄向上市場✪面寬4米金店面◆近勤美,10.0,0.0,0.0,0.0,店面,1,4,無,45000.0
台中市南區五權南路,南區,五權南路,🍺富築🍺獨洗陽台🍺有電梯🍺子母車,11.5,1.0,1.0,0.0,獨立套房,2,8,800元/月,11000.0
台中市南屯區東興西街,南屯區,東興西街,⚡社會住宅/漂亮裝潢/一卡皮箱就可入⚡,12.0,1.0,1.0,0.0,獨立套房,3,12,800元/月,10000.0
台中市北屯區山西路二段,北屯區,山西路二段,文心山西路口滿分套房,9.33,1.0,1.0,0.0,獨立套房,4,7,600元/月,6600.0
台中市南屯區春安三街222號,南屯區,春安三街,南屯金店面1~2樓嶺東商圈,48.48,2.0,2.0,2.0,店面,1,12,"1,000元/月",28500.0
台中市南區忠明南路759巷18號,南區,忠明南路,格局方正通風採光好生活機能一級棒,32.0,3.0,2.0,2.0,整層住家,5,14,,22000.0
台中市北區進化路319巷,北區,進化路,全新完工✨陽台獨洗✨乾溼分離✨流理台✨,12.0,1.0,1.0,0.0,獨立套房,2,5,"1,000元/月",15999.0
台中市西屯區青海南街207號,西屯區,青海南街,西屯可寵全新全配豪華大二房,15.0,2.0,1.0,2.0,整層住家,7,14,"2,000元/月",24000.0
台中市東區力行路200巷,東區,力行路,國宅社區美三房ˇ全配設備增設中ˇ近一中,41.55,3.0,2.0,2.0,整層住家,5,16,"2,000元/月",21000.0
台中市南區國光路,南區,國光路,可貓🐱走路到中興💐沙發陽台獨洗曬,12.0,1.0,1.0,1.0,整層住家,3,5,"1,000元/月",10000.0
台中市北屯區同榮路237號,北屯區,同榮路,🌸北屯區同榮路🌸電梯大樓✨輕屋齡✨,12.0,1.0,1.0,0.0,獨立套房,1,5,,14000.0
台中市西區五權五街,西區,五權五街,👍全新裝潢👍採光佳,10.0,1.0,1.0,0.0,獨立套房,6,8,,8000.0
台中市北屯區環太東路,北屯區,環太東路,全新.邊間.2房衛浴開窗.簡約裝潢.平車,16.0,2.0,1.0,2.0,整層住家,3,14,,22500.0
台中市北區崇德路一段,北區,崇德路一段,社會住宅🌳新民高中優質大3房🌳可租補,31.99,3.0,2.0,2.0,整層住家,8,10,無,20000.0
台中市北屯區旱溪西路三段178號,北屯區,旱溪西路三段,單元十二精華地段.挑高八米景觀店面,42.02,0.0,0.0,0.0,店面,1,14,2100元/月,55000.0
台中市北區一中街,北區,一中街,可寵★大採光★超大間★24H社區保全,8.0,1.0,1.0,0.0,獨立套房,2,5,"1,000元/月",6500.0
台中市中區台灣大道一段,中區,台灣大道一段,可寵💥大2房全配台水電💥附近有停車場,32.0,2.0,1.0,2.0,整層住家,3,10,"2,000元/月",18000.0
台中市北屯區文心路四段,北屯區,文心路四段,崇德文心地下室#大空間好運用,200.0,0.0,0.0,0.0,住宅,B1,24,200元/月,130000.0
台中市北區忠明路502號,北區,忠明路,北區可寵🐶科博館全新大三房+車位‼️,28.0,3.0,2.0,2.0,整層住家,8,12,"2,000元/月",24500.0
台中市東區樂業路,東區,樂業路,✨全新大三房含管含平車可貓✨,28.0,3.0,2.0,2.0,整層住家,5,12,"2,000元/月",30000.0
台中市南屯區大墩七街,南屯區,大墩七街,博克萊七期大墩學區3房樹海美璜,15.0,2.0,1.0,2.0,整層住家,4,24,,35000.0
台中市南屯區新富路,南屯區,新富路,租件南屯760坪合法廠房,331.12,0.0,0.0,0.0,廠房,1,2,,530000.0
台中市北區益華街58巷,北區,益華街,👍全新裝潢👍採光佳😺可貓,10.0,1.0,1.0,0.0,獨立套房,7,7,,8000.0
台中市北屯區景和街,北屯區,景和街,可寵💥50坪大4房含管含平車,50.0,4.0,2.0,2.0,整層住家,4,14,"3,000元/月",25000.0
台中市西區後龍街,西區,後龍街,🔥秒殺🔥可寵🔥子母車🔥精美套房,13.0,1.0,1.0,0.0,獨立套房,5,5,"1,000元/月",12000.0
台中市西屯區環中路三段61號,西屯區,環中路三段,七期新光小豪宅精美裝潢3房全配,36.0,3.0,2.0,2.0,整層住家,4,22,"3,000元/月",33000.0
台中市西區三民路一段50巷,西區,三民路一段,🔥社會住宅/獨洗曬/台水電/可補助,8.0,1.0,1.0,0.0,獨立套房,18,19,,8000.0
台中市北區篤行路375巷,北區,篤行路,北區♥超高質感套房★近二中.中國醫科博館,10.0,1.0,1.0,0.0,獨立套房,3,5,,7999.0
台中市西屯區朝富路,西屯區,朝富路,❤西屯區秋紅谷朝馬精緻套房出租❤,7.5,1.0,1.0,0.0,獨立套房,2,5,無,11800.0
台中市北屯區崇德十六路,北屯區,崇德十六路,室內大4房平面車位最美樹梢戶,32.0,4.0,2.0,2.0,整層住家,3,15,"3,680元/月",32000.0
台中市南區建國南路二段,南區,建國南路二段,超便宜★格局方正★設備齊★國圖館、麥當勞,6.5,1.0,1.0,0.0,獨立套房,3,3,,5000.0
台中市北屯區東山路一段133巷,北屯區,東山路一段,★全新可寵★現場震撼美★全配★廚房★速洽,28.0,1.0,1.0,0.0,獨立套房,5,6,"2,001元/月",20999.0
台中市北屯區北屯路,北屯區,北屯路,★大買家旁★CP值超高★價格實在★全配★,6.0,1.0,1.0,0.0,分租套房,2,4,,6000.0
台中市西屯區環中路二段,西屯區,環中路二段,臻愛高樓層次頂樓無限視野兩房,16.0,2.0,1.0,1.0,整層住家,28,29,,23000.0
台中市西屯區內江街77號,西屯區,內江街,屋主自租文華高中捷運站，全配獨立陽台,9.0,1.0,1.0,0.0,獨立套房,2,5,,12500.0
台中市北區學士路,北區,學士路,中國醫一中商圈高樓層無限視野2房,21.0,2.0,1.0,2.0,整層住家,18,18,"2,000元/月",22000.0
台中市北屯區大連北街,北屯區,大連北街,★全新★方正大間★獨立戶★輕裝潢★獨洗★,10.0,0.0,0.0,0.0,車位,1,3,"1,000元/月",6999.0
台中市北屯區同榮路237號,北屯區,同榮路,🌸北屯區同榮路🌸電梯大樓✨輕屋齡✨,6.0,1.0,1.0,0.0,獨立套房,3,5,,9500.0
台中市西屯區福科一街,西屯區,福科一街,新光三越大遠百西大墩公園四房平車,80.26,4.0,2.0,2.0,整層住家,5,14,,49000.0
台中市西屯區台灣大道二段,西屯區,台灣大道二段,租售🎁整層雙車附隔間-商辦專業如春房屋,182.61,0.0,0.0,0.0,辦公,8,12,13607元/月,138600.0
台中市北區德化街113號,北區,德化街,一中/中醫/親親戲院超值3房,20.0,3.0,1.0,2.0,整層住家,6,6,250元/月,10000.0
台中市北屯區東山路一段147巷,北屯區,東山路一段,✨全新～可貓✨陽台機車位✨太原捷運,12.11,0.0,0.0,0.0,車位,3,6,"1,000元/月",8999.0
台中市南區忠明南路,南區,忠明南路,可工作室~可寵物~採光通風~機車好停,6.0,1.0,1.0,0.0,獨立套房,1,6,1元/月,6499.0
台中市西區柳川東路二段63巷,西區,柳川東路二段,近美術館/全新家電/全新整理/獨洗曬,6.0,1.0,1.0,0.0,獨立套房,2,3,,7200.0
台中市北屯區太順路,北屯區,太順路,稀有輕齡3房出租!附車位停車免煩惱,25.0,3.0,2.0,2.0,整層住家,15,16,"5,794元/月",32000.0
台中市北屯區松竹路一段,北屯區,松竹路一段,葳格松竹💖高樓景觀三房平車～全配傢俱電,28.0,3.0,2.0,2.0,整層住家,18,23,"3,333元/月",33000.0
台中市北屯區興安路一段,北屯區,興安路一段,✨可貓/小資一房/陽台獨洗/免爬梯,10.5,1.0,1.0,0.0,獨立套房,1,4,"1,000元/月",6999.0
台中市西屯區順和七街,西屯區,順和七街,⭐️電梯大樓⭐️陽台獨洗⭐️子母車⭐️,10.0,1.0,1.0,0.0,獨立套房,5,7,500元/月,9999.0
台中市北區進化北路,北區,進化北路,@中國一中商圈四房+車位佛心價18500,38.0,4.0,2.0,2.0,整層住家,11,22,"3,500元/月",18500.0
台中市北屯區北屯路,北屯區,北屯路,北屯電梯套房,12.5,1.0,1.0,0.0,獨立套房,4,5,,10600.0
台中市南區五權南路,南區,五權南路,超大空間★稀有可貓★獨洗雙陽台★一層一戶,18.0,1.0,1.0,0.0,獨立套房,4,5,"1,000元/月",13499.0
台中市西屯區市政路,西屯區,市政路,☀市政商辦七期金黃裝潢優級☀,88.0,0.0,0.0,0.0,辦公,8,38,10381元/月,110000.0
台中市西區台灣大道二段239號,西區,台灣大道二段,Fun亮間空新共享的時代讓我們一起戰鬥吧,4.0,0.0,0.0,0.0,辦公,10,19,無,6300.0
台中市北屯區四平路,北屯區,四平路,@洲際W朝南面公園/三房平車含車含管,46.9,3.0,2.0,2.0,住宅,3,23,,30000.0
台中市北屯區敦富二街,北屯區,敦富二街,築創🆄樂好事✪全新3房含管◆北屯好市多,25.25,3.0,2.0,2.0,整層住家,5,12,,30000.0
台中市西屯區西屯路三段150號,西屯區,西屯路三段,獨洗獨曬/中科西屯路陽台採光大套房,8.0,1.0,1.0,0.0,分租套房,3,4,,8000.0
台中市北區三民路三段307巷,北區,三民路三段,🌵富築🌵獨洗曬🌵子母車🌵飲水機,12.0,1.0,1.0,0.0,獨立套房,4,7,"1,000元/月",10499.0
台中市北區民權路359巷,北區,民權路,👍全新裝潢👍採光佳😺可貓,7.0,1.0,1.0,0.0,獨立套房,5,7,,8600.0
台中市西屯區長安路二段70巷,西屯區,長安路二段,全新未住🍀獨洗陽台🍀可寵🍀流理台,15.0,1.0,1.0,1.0,整層住家,4,6,"1,000元/月",10999.0
台中市南屯區大英街183弄13號,南屯區,大英街,❤秒殺★凸窗＋獨洗★南屯區★,12.0,1.0,1.0,0.0,獨立套房,3,5,,9500.0
台中市南屯區大川街202號,南屯區,大川街,※稀有※~精銳~豪華大空間別墅※可辦公※,83.6,5.0,5.0,3.0,辦公,1,4,無,88000.0
台中市北屯區中清路二段552巷,北屯區,中清路二段,可寵超大間舒適🌸兩房兩衛🌸陽台獨洗曬,30.0,2.0,2.0,2.0,整層住家,3,6,"2,000元/月",20000.0
台中市北區太平路,北區,太平路,一中商圈裝配齊全店面👑可頂讓🔱雙車位,20.0,0.0,0.0,0.0,店面,1,4,"2,500元/月",32000.0
台中市南區學府路147巷,南區,學府路,"中興大學商圈,樓店,辦公室,開店",21.26,0.0,0.0,0.0,辦公,1,18,804元/月,18000.0
台中市南屯區保安十街226號,南屯區,保安十街,❤秒殺★陽台＋室內機車位★南屯區★,15.0,1.0,1.0,0.0,獨立套房,2,5,,16500.0
台中市北屯區東山路一段140巷,北屯區,東山路一段,✨超乾淨✨採光陽台機車位✨太原車站,10.21,0.0,0.0,0.0,車位,5,6,"1,000元/月",7999.0
台中市西屯區長安路二段,西屯區,長安路二段,全新完工陽台獨洗流理台可寵物,15.0,1.0,1.0,1.0,整層住家,4,5,"1,500元/月",11000.0
台中市西屯區大墩二十街,西屯區,大墩二十街,黃金店面✅營登✅禁重油煙✅二年約✅台水電,29.0,,,,店面,1,1,,39999.0
台中市北屯區美和段,北屯區,美和段,@14期角地,202.07,,,,其他,--,0,,120000.0
台中市南屯區大墩十街244號,南屯區,大墩十街,❤秒殺★陽台＋獨洗＋電梯★南屯區★,15.0,1.0,1.0,0.0,獨立套房,6,7,,13500.0
台中市南屯區寶山東二街19巷,南屯區,寶山東二街,嶺東2房+平面車位,14.75,2.0,1.0,2.0,整層住家,2,14,"3,915元/月",25000.0
台中市南屯區惠德街,南屯區,惠德街,南屯全新裝潢🔥含管雙平車🔥高樓視野,30.0,4.0,3.0,2.0,整層住家,12,15,,56000.0
台中市北屯區熱河路二段,北屯區,熱河路二段,💥北屯◎精美套房/電梯💥,10.0,1.0,1.0,0.0,獨立套房,3,5,,8500.0
台中市北區篤行路,北區,篤行路,可貓狗🐶明亮溫馨裝潢💒木質地板,10.0,1.0,1.0,0.0,獨立套房,2,3,500元/月,6500.0
台中市北屯區東山路一段218巷,北屯區,東山路一段,正東山路商圈74號39坪四大房+車位,40.0,4.0,2.0,2.0,整層住家,12,13,"2,200元/月",24999.0
台中市南屯區文心南一路39號,南屯區,文心南一路,❤秒殺★南屯路郵局附近★南屯區★,15.0,1.0,1.0,0.0,獨立套房,2,5,,11000.0
台中市西區精明一街20巷,西區,精明一街,正精明一街春水堂稀有3大房公寓免管理費,25.0,3.0,1.0,2.0,整層住家,4,5,無,17000.0
台中市南屯區大墩一街235號,南屯區,大墩一街,❤秒殺★陽台＋獨洗＋電梯★南屯區★,10.0,1.0,1.0,0.0,獨立套房,3,5,,7700.0
台中市北區漢陽街,北區,漢陽街,"獨洗可寵採光套房近文心,北平,天津路",8.0,1.0,1.0,0.0,獨立套房,5,5,,6200.0
台中市北區國強街,北區,國強街,👍全新裝潢👍採光佳😺可貓,6.0,1.0,1.0,0.0,分租套房,4,5,,4999.0
台中市西區精誠路402號,西區,精誠路,精誠路熱鬧商圈,120.0,0.0,0.0,0.0,住宅,1,3,,65000.0
台中市南屯區向心路142號,南屯區,向心路,❤秒殺★陽台＋獨洗＋獨曬★南屯區★,14.0,1.0,1.0,0.0,獨立套房,4,5,,16500.0
台中市北區國強街132巷,北區,國強街,👍全新裝潢👍採光佳,7.0,1.0,1.0,0.0,獨立套房,2,5,,9000.0
台中市中區中山路,中區,中山路,台中火車站前台水台電獨立套房,6.0,1.0,1.0,0.0,獨立套房,5,7,無,7000.0
台中市南屯區嶺東南路,南屯區,嶺東南路,嶺東彩虹眷村金店面1+2樓大空間,34.0,2.0,2.0,2.0,店面,1,7,,32000.0
台中市南屯區嶺東南路,南屯區,嶺東南路,高樓夜景♥三房平車/雙衛開窗【嶺東阿詮】,28.0,3.0,2.0,2.0,整層住家,13,15,,40000.0
台中市西屯區東大路一段,西屯區,東大路一段,中科東海榮總旁黃金店面,5.0,0.0,0.0,0.0,店面,1,1,,15000.0
台中市西屯區福聯街22巷12號,西屯區,福聯街,近東海榮總中科套房.自用洗衣機.可短租!,6.0,1.0,1.0,0.0,獨立套房,4,12,,4800.0
台中市北屯區瀋陽路三段37號,北屯區,瀋陽路三段,全新裝潢可貓三房★機械車位★文心捷運線,40.0,3.0,2.0,2.0,整層住家,4,8,"2,000元/月",23800.0
台中市西區公益路,西區,公益路,正公益路高質感大套房,8.2,1.0,1.0,0.0,獨立套房,9,16,730元/月,11000.0
台中市北區太原八街,北區,太原八街,天津商圈學區|大兩房|採光通風佳,20.0,2.0,1.0,1.0,整層住家,2,5,無,21000.0
台中市北區中清路一段,北區,中清路一段,超優地段✨超大坪數70坪✨精美裝潢商辦,70.0,0.0,0.0,0.0,辦公,9,13,5400元/月,55000.0
台中市北屯區祥順路一段480號,北屯區,祥順路一段,北屯#三改二房大空間含平車#傢俱電配送中,28.0,3.0,2.0,2.0,整層住家,15,15,"3,000元/月",28000.0
台中市西屯區福林路,西屯區,福林路,精緻感⭐沙發區⭐免爬高⭐陽台獨洗⭐中科⭐,10.12,1.0,1.0,0.0,獨立套房,3,4,"1,000元/月",7800.0
台中市西屯區大墩二十街,西屯區,大墩二十街,租-市政府旁黃金店面,77.01,0.0,0.0,0.0,店面,B1,6,,70000.0
台中市南區美村南路72號,南區,美村南路,美村南路露天平面~限量車位,3.0,0.0,0.0,0.0,車位,--,0,,3200.0
台中市西區四維街,西區,四維街,台中女中🍃角間16米面寬🍃禁油煙,90.0,0.0,0.0,0.0,住宅,1,7,無,54999.0
台中市北屯區東山路二段,北屯區,東山路二段,全新連網電視冷氣衛浴二樓有垃圾子母車快來,8.0,1.0,1.0,0.0,獨立套房,2,6,,6500.0
台中市西屯區河南路一段,西屯區,河南路一段,🔥富築🔥全新完工🔥子母車🔥流理臺,12.0,1.0,1.0,0.0,獨立套房,3,5,"1,000元/月",15999.0
台中市西區美村路一段,西區,美村路一段,💕可寵物西區設計師款全配兩房💕,20.0,2.0,1.0,2.0,整層住家,13,14,,25000.0
