description,addr,district,road,obj_type,district_num,type_num,area,room,dinning,bath,which_floor,total_floor,total_fee
※綠園道旁台水台電電梯獨洗套房,台中市西區美村路一段,西區,美村路一段,獨立套房,5,1,9.0,1.0,0.0,1.0,12,14,8000.0
南區中興@陽台獨洗@質感裝潢@可貓,台中市南區仁和路,南區,仁和路,獨立套房,3,1,11.0,1.0,0.0,1.0,3,5,7800.0
博館路@流理臺@質感裝潢@可寵物,台中市北區博館路,北區,博館路,獨立套房,2,1,10.0,1.0,0.0,1.0,3,5,7800.0
陽台獨洗♫質感裝潢♫逢甲商圈,台中市西屯區逢甲路,西屯區,逢甲路,獨立套房,8,1,18.0,1.0,0.0,1.0,5,8,12500.0
絕不釣魚💎變頻/陽台獨洗曬/衛浴開窗,台中市西屯區河南路二段,西屯區,河南路二段,獨立套房,8,1,12.0,1.0,0.0,1.0,4,4,7500.0
精誠商圈陽台獨洗含網路第四台水屋主自租,台中市西區精忠街52巷,西區,精忠街,獨立套房,5,1,5.0,1.0,0.0,1.0,4,5,6000.0
精科美宅平車_朝南高樓層_台水電_附傢俱,台中市南屯區春安路128號,南屯區,春安路,整層住家,7,3,14.0,1.0,2.0,1.0,11,13,23768.0
{七期質感好宅}機能大一房/附機械車位,台中市西屯區河南路三段,西屯區,河南路三段,獨立套房,8,1,16.85,1.0,0.0,1.0,7,15,27000.0
德鑫鑫時代全新2房稀有釋出家具可另議,台中市北屯區太原路三段633號,北屯區,太原路三段,整層住家,6,3,19.0,2.0,2.0,1.0,4,18,25500.0
💎南屯全新兩房💎景觀戶💎秒殺速約,台中市南屯區嶺東南路,南屯區,嶺東南路,整層住家,7,3,26.0,2.0,2.0,1.0,11,15,24000.0
勝美築/洲際棒球場/3+1房附平面車位,台中市北屯區崇德路三段,北屯區,崇德路三段,整層住家,6,3,30.0,3.0,2.0,2.0,9,15,37910.0
逢甲稀有三房可報稅可租屋補助秒殺出租中,台中市西屯區福星路,西屯區,福星路,整層住家,8,3,26.0,3.0,2.0,1.0,1,15,24000.0
登陽中山苑/大三房格局附平面車位,台中市南區文心南路,南區,文心南路,整層住家,3,3,26.0,3.0,2.0,2.0,9,15,29000.0
稀有釋出🌈七期🌈空屋好規劃🌈含平車,台中市南屯區河南路四段,南屯區,河南路四段,整層住家,7,3,22.0,2.0,1.0,1.0,5,24,27999.0
社宅免仲台水台電獨立套房#近興大,台中市南區仁義街,南區,仁義街,獨立套房,3,1,9.0,1.0,0.0,1.0,4,13,6000.0
✨可貓咪✨逢甲美套房✨小資首選✨機能優,台中市西屯區文華路,西屯區,文華路,獨立套房,8,1,8.0,1.0,0.0,1.0,3,6,6500.0
興富發博識七期小豪宅,台中市南屯區河南路四段,南屯區,河南路四段,整層住家,7,3,22.0,2.0,1.0,1.0,5,15,28000.0
讚幸福|仁美學區|高樓層視野戶三房平車,台中市北屯區崇德十六路,北屯區,崇德十六路,整層住家,6,3,27.0,3.0,2.0,2.0,15,15,32500.0
一點利僑孝小學東山商圈💖美2房平車💖,台中市北屯區北屯路298巷,北屯區,北屯路,整層住家,6,3,25.0,2.0,1.0,1.0,3,15,27500.0
台水電可貓三房，媲美樣品屋，稀有釋出,台中市北屯區東山路一段,北屯區,東山路一段,整層住家,6,3,30.0,3.0,2.0,1.0,5,6,22999.0
❤免爬高🌈大套房❤沙發✅乾溼分離❤採光,台中市北區梅亭街,北區,梅亭街,獨立套房,2,1,10.0,1.0,0.0,1.0,2,6,7000.0
全新可寵◕獨洗曬◕設計裝潢◕Costco,台中市北屯區松竹路二段,北屯區,松竹路二段,獨立套房,6,1,11.0,1.0,0.0,1.0,2,4,8999.0
中科東大四房平車,台中市西屯區福科路910號,西屯區,福科路,整層住家,8,3,29.75,3.0,2.0,2.0,4,15,20300.0
鈺｜絕美視野３房｜東山精華段｜機上車位｜,台中市北屯區東山路一段,北屯區,東山路一段,整層住家,6,3,30.0,3.0,2.0,2.0,11,15,24998.0
中科大2房_室內26坪_可加租平車,台中市西屯區福科路362巷,西屯區,福科路,整層住家,8,3,26.59,2.0,2.0,1.0,3,4,20000.0
SOGO百貨小湯屋時尚套房,台中市西區華美街480巷,西區,華美街,整層住家,5,3,10.0,1.0,1.0,1.0,5,11,16000.0
北歐風大3房平車♥屋主誠租尋找善良管理人,台中市南屯區嶺東南路181號,南屯區,嶺東南路,整層住家,7,3,28.0,3.0,2.0,2.0,13,15,40000.0
超大間兩房💖設備全配💖租金實惠,台中市北屯區文心路四段,北屯區,文心路四段,整層住家,6,3,18.0,2.0,1.0,1.0,16,24,21000.0
逢甲全新地板獨立溫馨小套,台中市西屯區逢甲路19巷,西屯區,逢甲路,獨立套房,8,1,9.0,1.0,0.0,1.0,4,6,9350.0
獨立套房/生活機能佳/鄰近中華路夜市,台中市中區民族路192號,中區,民族路,獨立套房,1,1,15.0,1.0,0.0,1.0,3,5,15000.0
精美3房全新廚具誠意出租,台中市南屯區保安六街143號,南屯區,保安六街,整層住家,7,3,25.0,3.0,2.0,2.0,2,12,18000.0
五期/七期中都心市政香榭2房邊間採光佳!,台中市西屯區台灣大道二段,西屯區,台灣大道二段,整層住家,8,3,24.31,2.0,2.0,1.0,5,14,20431.0
🍀獨立套房🍀單純四間而已🍀進中國醫,台中市北區美德街,北區,美德街,獨立套房,2,1,6.0,1.0,0.0,1.0,3,3,9000.0
崇德文心大套房_電梯全新傢俱電,台中市北屯區天津路三段,北屯區,天津路三段,獨立套房,6,1,12.0,1.0,0.0,1.0,6,7,13000.0
寶輝旁，全新整理漂亮大套房獨洗獨曬，超讚,台中市西屯區福順路227巷,西屯區,福順路,分租套房,8,2,8.0,1.0,0.0,1.0,2,5,14000.0
Z鴻邑璞麗朝南高樓層2房無限視野精裝戶,台中市北屯區太原路三段,北屯區,太原路三段,住宅,6,4,27.6,2.0,2.0,1.0,15,15,27000.0
一中台體❤可獨洗曬❤小資必看❤室內機車位,台中市北區太原路三段,北區,太原路三段,獨立套房,2,1,8.5,1.0,0.0,1.0,3,5,5999.0
可寵15000元33坪3房2廳租金優待,台中市北屯區進化北路24巷,北屯區,進化北路,整層住家,6,3,33.0,3.0,2.0,2.0,5,5,16000.0
🌈超便宜大間🌟大採光🌟綠園道好停車,台中市北區忠太東路,北區,忠太東路,獨立套房,2,1,10.0,1.0,0.0,1.0,4,5,7500.0
超秒殺12H管理🌸台電🌸室內機車位,台中市西屯區環中路三段,西屯區,環中路三段,獨立套房,8,1,10.0,1.0,0.0,1.0,2,5,12999.0
西屯逢甲採光陽台套房出租,台中市西屯區西屯路二段,西屯區,西屯路二段,分租套房,8,2,12.0,1.0,0.0,1.0,5,8,18000.0
獨立套房/生活機能佳/鄰近興大,台中市東區台中路387號,東區,台中路,獨立套房,4,1,15.0,1.0,0.0,1.0,6,7,15800.0
一房一廳💜台水電💜電梯管員💜機能佳,台中市中區中華路一段,中區,中華路一段,獨立套房,1,1,16.0,1.0,0.0,1.0,16,18,9999.0
全新完工~大間~頂級裝潢~台水電~採光頂,台中市北屯區東山路一段,北屯區,東山路一段,整層住家,6,3,25.0,2.0,1.0,1.0,13,15,24000.0
❤含平車❤24H管理❤傢俱電全配❤大坪數,台中市北屯區北屯路298巷,北屯區,北屯路,整層住家,6,3,25.0,2.0,1.0,1.0,3,13,28999.0
★科博館★全新裝潢★陽台★獨洗曬,台中市北區博館一街,北區,博館一街,獨立套房,2,1,10.0,1.0,0.0,1.0,7,8,10500.0
❤️秒殺❤️科博館勤美❤️大陽台獨洗曬,台中市北區博館一街,北區,博館一街,獨立套房,2,1,10.0,1.0,0.0,1.0,2,8,10999.0
❤️永興商圈❤️獨洗曬❤️可寵❤️中國醫,台中市北區永興街134巷10號,北區,永興街,獨立套房,2,1,10.0,1.0,0.0,1.0,6,7,9999.0
正逢甲商圈獨洗獨曬陽台套房,台中市西屯區華廈巷西一弄29號,西屯區,華廈巷西一弄,獨立套房,8,1,6.0,1.0,0.0,1.0,2,5,5500.0
全新完工♕電梯♕獨洗曬陽台超優房型,台中市北區國強街132巷,北區,國強街,獨立套房,2,1,8.0,1.0,0.0,1.0,5,6,10499.0
嶺東精科精銳質感三房附家具無限棟距,台中市南屯區義芳街27號,南屯區,義芳街,整層住家,7,3,32.0,3.0,2.0,2.0,13,14,31000.0
台水電~管理員~大間~採光通風頂~流理台,台中市北屯區文心路四段,北屯區,文心路四段,整層住家,6,3,20.0,2.0,1.0,1.0,16,25,21000.0
⛅漢口商圈/太原園道、陽台獨洗獨晒、雜項都包,台中市北區漢陽街,北區,漢陽街,住宅,2,4,9.0,1.0,0.0,1.0,4,4,7500.0
❤獨家體大生專屬【共洗有陽台可曬】❤,台中市東區自強街37巷,東區,自強街,獨立套房,4,1,6.0,1.0,0.0,1.0,1,3,5499.0
💖太原漢口可貓大套獨洗獨曬綠園道💖,台中市北區太原七街2巷,北區,太原七街,獨立套房,2,1,10.0,1.0,0.0,1.0,3,3,9499.0
⛅全新裝潢~採光明亮、衛浴開窗/近興大里,台中市南區南門路,南區,南門路,住宅,3,4,8.5,1.0,0.0,1.0,2,3,7000.0
💖南屯秀泰台水台電~電梯大樓含管,台中市南屯區向心路,南屯區,向心路,整層住家,7,3,12.0,1.0,1.0,1.0,3,23,17500.0
全新未住三房含平面車位~無限棟距,台中市北屯區環太東路,北屯區,環太東路,整層住家,6,3,20.0,3.0,2.0,2.0,2,15,22000.0
大智國小旁四房美寓,台中市東區建勇東街,東區,建勇東街,整層住家,4,3,25.0,4.0,2.0,1.0,3,5,20000.0
五權柳川透天可營登自住營業皆可,台中市西區大全街,西區,大全街,整層住家,5,3,33.26,3.0,2.0,2.0,1,2,40000.0
北屯太原大買家捷運2房家具電全配,台中市北屯區北屯路298巷,北屯區,北屯路,整層住家,6,3,25.0,2.0,1.0,1.0,3,9,26500.0
雙採光｜高層視野✅養貓✅子母車✅陽台獨洗,台中市北區雙十路一段,北區,雙十路一段,獨立套房,2,1,17.0,1.0,0.0,1.0,11,12,14500.0
獨曬❤️流理臺❤舊社公園、特力屋、大買家,台中市北屯區遼寧路一段430號,北屯區,遼寧路一段,獨立套房,6,1,7.5,1.0,0.0,1.0,2,3,8000.0
近文心昌平星巴克二房景觀戶質感傢俱全,台中市北屯區文心路四段,北屯區,文心路四段,整層住家,6,3,25.0,2.0,1.0,1.0,16,20,20999.0
全新裝潢獨立門戶套房出租(附獨立洗衣機),台中市南區工學北路86號,南區,工學北路,獨立套房,3,1,9.22,1.0,0.0,1.0,7,18,9000.0
松雅居寧靜優質套房,台中市西屯區成都路159號,西屯區,成都路,獨立套房,8,1,7.0,1.0,0.0,1.0,3,4,6000.0
中華路夜市電梯大樓大套房(社宅可租補),台中市中區中華路一段99號,中區,中華路一段,獨立套房,1,1,13.57,1.0,0.0,1.0,4,10,10000.0
鄉林夏都正兩房即可入住，可報稅,台中市西區忠明南路,西區,忠明南路,整層住家,5,3,25.0,2.0,1.0,1.0,14,15,31500.0
✨有陽台↬獨洗曬↬迪卡儂↬逢甲↬僑光✨,台中市北屯區同榮路,北屯區,同榮路,獨立套房,6,1,9.0,1.0,0.0,1.0,4,5,12500.0
小資獨立陽台套房出租(全包~電不包),台中市北區梅川西路三段,北區,梅川西路三段,獨立套房,2,1,6.0,1.0,0.0,1.0,5,5,6000.0
🦅松竹領航全新裝潢2房平車含管,台中市北屯區敦富一街,北屯區,敦富一街,整層住家,6,3,19.98,2.0,2.0,1.0,10,13,27000.0
近大潤發舒適套房,台中市北區忠太東路,北區,忠太東路,獨立套房,2,1,9.48,1.0,0.0,1.0,13,21,8000.0
可寵物★小資學生平價套房★逢甲大學旁★,台中市西屯區逢甲路,西屯區,逢甲路,獨立套房,8,1,5.0,1.0,0.0,1.0,4,5,4999.0
✨獨洗⇥中美⇥向上⇥美村⇥全新裝潢✨,台中市西區中美街,西區,中美街,獨立套房,5,1,7.0,1.0,0.0,1.0,3,4,8500.0
米蘭花園全新未住兩房平車全配,台中市南屯區嶺東南路,南屯區,嶺東南路,住宅,7,4,31.93,2.0,2.0,1.0,14,15,25000.0
整層住家~近新民高中~可馬上入住,台中市北區三民路三段307巷,北區,三民路三段,整層住家,2,3,17.11,2.0,1.0,1.0,4,4,12000.0
全新★電梯★陽台獨洗曬★衛浴開窗★近世貿,台中市西屯區中工三路,西屯區,中工三路,獨立套房,8,1,9.0,1.0,0.0,1.0,3,7,9499.0
勤美誠品草悟道,台中市西區中美街331巷,西區,中美街,分租套房,5,2,6.0,1.0,0.0,1.0,5,5,6600.0
垃圾處理🍎大空間雙窗戶🍎驚豔採光,台中市北區德化街,北區,德化街,獨立套房,2,1,10.0,1.0,0.0,1.0,4,7,6999.0
北屯正中清路兩房附陽台,台中市北屯區中清路二段,北屯區,中清路二段,住宅,6,4,16.24,2.0,0.0,1.0,4,4,12000.0
"近中港路,文心路近新光三越大遠百旁",台中市西屯區大洲街39號,西屯區,大洲街,獨立套房,8,1,14.0,1.0,0.0,1.0,6,6,12000.0
🍺富築🍺獨洗曬🍺衛浴開窗🍺省錢屋,台中市北區太原路三段,北區,太原路三段,獨立套房,2,1,7.0,1.0,0.0,1.0,3,5,6149.0
新～家庭👌陽台機車位冷暖氣機✨東海澄清,台中市西屯區順和一街,西屯區,順和一街,獨立套房,8,1,17.01,1.0,0.0,1.0,4,6,14999.0
❤美式套房❤公共廚房❤子母車❤科博館,台中市北區民權路422巷,北區,民權路,獨立套房,2,1,9.0,1.0,0.0,1.0,1,2,7799.0
"中醫商圈,寧靜景觀1+1房配備全短租可",台中市北區進化北路,北區,進化北路,整層住家,2,3,20.6,1.0,1.0,1.0,9,18,18160.0
可租補五星套房全包不包電專人管,台中市北區進化北路,北區,進化北路,獨立套房,2,1,5.0,1.0,0.0,1.0,3,7,5800.0
😻新光x遠百獨洗乾濕分離美套~,台中市西屯區何厝街,西屯區,何厝街,獨立套房,8,1,10.0,1.0,0.0,1.0,2,5,9500.0
新屋齡~~全配漂亮大三房~~B1平面車位,台中市北屯區軍福十六路289號,北屯區,軍福十六路,整層住家,6,3,30.7,3.0,2.0,2.0,6,15,35500.0
全新裝潢工業風,台中市西區篤行路185號,西區,篤行路,獨立套房,5,1,10.0,1.0,0.0,1.0,6,7,8299.0
愛買商圈旁採光套房,台中市南區復興路一段,南區,復興路一段,獨立套房,3,1,6.5,1.0,0.0,1.0,5,12,6000.0
近新光三越*獨洗獨曬*約8坪大套房,台中市西屯區弘孝路45巷,西屯區,弘孝路,獨立套房,8,1,8.0,1.0,0.0,1.0,2,5,6600.0
勤美，全新商務辦公室/個人工作室,台中市西區忠明南路,西區,忠明南路,獨立套房,5,1,10.0,1.0,0.0,1.0,2,5,10000.0
大坪數/正梅亭街/近中友一中中醫,台中市北區梅亭街,北區,梅亭街,獨立套房,2,1,5.0,1.0,0.0,1.0,3,3,4500.0
全新完工獨洗套房，1.1萬起多戶可選,台中市西屯區福上巷,西屯區,福上巷,分租套房,8,2,15.0,1.0,0.0,1.0,1,3,11000.0
中山醫二房綠園道機能宅,台中市南區工學北路,南區,工學北路,整層住家,3,3,22.0,2.0,2.0,1.0,12,12,24000.0
公園路全新省荷包優質套房,台中市中區公園路38號,中區,公園路,獨立套房,1,1,10.0,1.0,0.0,1.0,5,11,5500.0
降價喔!!裝潢美屋近中國醫藥學院,台中市北區進化北路367號,北區,進化北路,獨立套房,2,1,14.0,1.0,0.0,1.0,11,18,9000.0
北屯區天津、北平商圈大套房,台中市北屯區天津路三段,北屯區,天津路三段,獨立套房,6,1,10.0,1.0,0.0,1.0,6,7,13000.0
🔥秒殺陽台獨洗採光好精緻電梯大樓🔥,台中市北區梅亭街,北區,梅亭街,獨立套房,2,1,10.0,1.0,0.0,1.0,3,6,8000.0
北屯好事多～惠宇敦北超美3房平車,台中市北屯區南興路1050號,北屯區,南興路,整層住家,6,3,29.0,3.0,2.0,2.0,4,15,38300.0
包網第四台新裝潢可寵皆可採光佳,台中市北屯區中清路二段,北屯區,中清路二段,獨立套房,6,1,20.0,1.0,0.0,1.0,5,6,11000.0
機捷全新成屋三房平面車位附全新傢電,台中市北屯區南興北三路,北屯區,南興北三路,整層住家,6,3,28.0,3.0,2.0,2.0,3,15,31000.0
機捷美三房平車附全新傢俱電器,台中市北屯區敦富三街,北屯區,敦富三街,整層住家,6,3,26.0,3.0,2.0,2.0,8,15,28000.0
可寵，歐夏蕾稀有2房大坪數樓中樓,台中市北區五常街,北區,五常街,整層住家,2,3,26.0,2.0,3.0,1.0,17,17,19510.0
坐享七期生活圈小豪宅之市政凱悅＿含管理費,台中市西屯區文心路二段546號,西屯區,文心路二段,住宅,8,4,21.75,1.0,1.0,1.0,8,12,23500.0
逢甲夜市獨洗曬!子母車!管理員/可貓!,台中市西屯區逢甲路19巷,西屯區,逢甲路,獨立套房,8,1,9.0,1.0,0.0,1.0,7,7,11550.0
秒.乾溼.便宜.只一間!!,台中市北區衛道路,北區,衛道路,獨立套房,2,1,9.0,1.0,0.0,1.0,4,5,6999.0
搶.超便宜.高採光.僅一間!!,台中市西屯區清隆巷,西屯區,清隆巷,獨立套房,8,1,10.0,1.0,0.0,1.0,3,6,5500.0
秒.走路一中.國醫.僅一間!,台中市北區錦新街,北區,錦新街,獨立套房,2,1,9.0,1.0,0.0,1.0,4,6,7498.0
🔥精美套房🔥設備齊全🔥搶手物件🔥,台中市北區中華路二段,北區,中華路二段,獨立套房,2,1,10.0,1.0,0.0,1.0,3,6,8000.0
小資首選~採光通風~子母車~機車好停,台中市西屯區西屯路二段,西屯區,西屯路二段,獨立套房,8,1,6.0,1.0,0.0,1.0,3,4,6799.0
歐夏蕾精緻小套房....1房1廳1衛,台中市北區五常街380號,北區,五常街,獨立套房,2,1,9.1,1.0,0.0,1.0,10,17,9500.0
東區十五坪陽台大套房頂樓,台中市東區十甲路392號,東區,十甲路,獨立套房,4,1,15.0,1.0,0.0,1.0,6,6,4000.0
全新套房獨洗曬變頻冷氣市中心地下室機車位,台中市北區德化街115號,北區,德化街,獨立套房,2,1,6.0,1.0,0.0,1.0,3,5,10000.0
超新環境人文電梯居家流理台+獨洗=中興大,台中市西區公館路,西區,公館路,獨立套房,5,1,12.0,1.0,0.0,1.0,3,15,9300.0
向上市場=誠品書店=美食悟道=公益美食,台中市西區公益路,西區,公益路,獨立套房,5,1,14.0,1.0,0.0,1.0,3,4,15500.0
一中商圈超大兩房電梯稀有釋出,台中市中區雙十路一段19巷,中區,雙十路一段,整層住家,1,3,28.0,2.0,2.0,2.0,7,7,30500.0
一房一廳★獨洗曬★流理台★電梯管理,台中市南區大慶街二段,南區,大慶街二段,獨立套房,3,1,13.0,1.0,0.0,1.0,1,12,8499.0
★系統櫃★超新★衛浴開窗★哪裡都近★速洽,台中市北區健行路,北區,健行路,獨立套房,2,1,8.0,1.0,0.0,1.0,3,5,7999.0
三民路二段17巷內獨立門戶優質套房,台中市中區民權路152巷,中區,民權路,獨立套房,1,1,7.0,1.0,0.0,1.0,1,4,5800.0
北屯。松竹捷運潭子平車。正兩房空,台中市北屯區北屯路426巷,北屯區,北屯路,整層住家,6,3,25.0,2.0,2.0,1.0,9,10,22000.0
松竹捷運潭子🎉北歐風正兩房。平車。可狗,台中市北屯區北屯路426巷,北屯區,北屯路,整層住家,6,3,20.0,2.0,2.0,1.0,6,10,28000.0
可寵4800元8坪網路第四台洗衣機飲水機,台中市北區五常街42巷,北區,五常街,獨立套房,2,1,8.0,1.0,0.0,1.0,5,5,4800.0
一房一廳💜【子母車】🌈全新可小寵💖,台中市北區崇德路一段133巷,北區,崇德路一段,整層住家,2,3,14.3,1.0,1.0,1.0,4,5,12500.0
全新完工三房空屋。平車浴缸。秀泰精武干城,台中市東區東英十七街57號,東區,東英十七街,整層住家,4,3,25.0,3.0,2.0,2.0,10,15,26000.0
❤秒殺❤優質超高CP值電梯套房,台中市西屯區寧夏西四街,西屯區,寧夏西四街,獨立套房,8,1,10.0,1.0,0.0,1.0,3,8,8000.0
三房平車、附冷氣；好事多南興公園旁,台中市北屯區南興路,北屯區,南興路,整層住家,6,3,25.0,3.0,2.0,1.0,12,15,29999.0
創業首選二樓工作室,台中市北屯區梅川東路五段290號,北屯區,梅川東路五段,住宅,6,4,20.0,1.0,1.0,1.0,2,5,28000.0
｜全新未住✅陽台✅流理台✅機車位✅子母車,台中市西區台灣大道,西區,台灣大道,整層住家,5,3,18.0,2.0,1.0,1.0,3,5,16500.0
套房近勤美、廣三、科博館、中國醫藥大學,台中市北區台灣大道一段620號,北區,台灣大道一段,分租套房,2,2,6.0,1.0,0.0,1.0,4,5,5800.0
大套房-配備齊全,台中市中區台灣大道一段306巷35號,中區,台灣大道一段,獨立套房,1,1,11.0,1.0,0.0,1.0,6,7,7200.0
中臺科技大學仁友巷學生套房出租！,台中市北屯區仁友巷,北屯區,仁友巷,獨立套房,6,1,5.0,1.0,0.0,1.0,3,4,5001.0
康朵/經典1房L型吧咍/即將釋出/,台中市西屯區西屯路二段247號,西屯區,西屯路二段,整層住家,8,3,21.0,1.0,1.0,1.0,2,11,19000.0
康朵/峇里島1房1衛/逢甲商圈,台中市西屯區西屯路二段247號,西屯區,西屯路二段,整層住家,8,3,21.0,1.0,1.0,1.0,10,11,20000.0
文心路捷運站旁三房車可養貓,台中市北屯區文心路四段,北屯區,文心路四段,整層住家,6,3,25.0,3.0,2.0,2.0,8,22,33800.0
✨一房一廳✨可寵可狗✨採光佳✨獨洗曬,台中市南區建國南路一段,南區,建國南路一段,獨立套房,3,1,12.0,1.0,0.0,1.0,2,4,12000.0
超級大間🔥陽台獨洗🔥一房一廳🔥採光,台中市北區進化路,北區,進化路,獨立套房,2,1,12.0,1.0,0.0,1.0,4,5,15000.0
超級大間🔥陽台獨洗🔥一房一廳🔥採光,台中市北屯區北屯路,北屯區,北屯路,獨立套房,6,1,12.0,1.0,0.0,1.0,4,5,15000.0
南屯💭樓中樓💭一房一廳💭火速預約,台中市南屯區五權西路三段,南屯區,五權西路三段,獨立套房,7,1,10.0,1.0,0.0,1.0,2,5,13999.0
💭一房一廳💭精美裝潢💭樓中樓,台中市西屯區工業區三十八路38巷,西屯區,工業區三十八路,獨立套房,8,1,10.0,1.0,0.0,1.0,3,5,13999.0
重新裝潢，台中市西區優套房出租！,台中市西區府後街,西區,府後街,分租套房,5,2,5.0,1.0,0.0,1.0,3,4,5480.0
台中北屯昌平商圈套房,台中市北屯區興安路一段102號,北屯區,興安路一段,獨立套房,6,1,5.0,1.0,0.0,1.0,2,4,5800.0
全新未住💎總太聚作🌈2房+平面車位,台中市北屯區環太東路,北屯區,環太東路,整層住家,6,3,17.28,2.0,2.0,1.0,3,15,25000.0
短租新光大遠百邊間舒適房/年租洽談,台中市西屯區至善路,西屯區,至善路,住宅,8,4,10.54,1.0,0.0,1.0,4,7,9800.0
❤秒殺❤優質超高CP值電梯套房,台中市北屯區雷中街19巷,北屯區,雷中街,獨立套房,6,1,10.0,1.0,0.0,1.0,3,6,8000.0
🌸勤美電梯套房🌸新床墊🌸附第四台,台中市西區美村路一段83巷,西區,美村路一段,獨立套房,5,1,8.0,1.0,0.0,1.0,6,7,5600.0
北屯水湳社區別墅分租套房獨洗獨曬,台中市北屯區四平路,北屯區,四平路,住宅,6,4,10.02,1.0,1.0,1.0,1,4,7900.0
"近教育大學,單人套房,",台中市西區中山路486號,西區,中山路,分租套房,5,2,6.0,1.0,0.0,1.0,6,6,5500.0
可申請補助)兩房兩衛室內全系統裝潢,台中市北屯區文心路四段,北屯區,文心路四段,整層住家,6,3,22.0,2.0,2.0,2.0,15,21,29800.0
🌈超人社宅~四房改三房室內坪數大有車位,台中市北屯區太和東街136號,北屯區,太和東街,整層住家,6,3,27.74,3.0,2.0,2.0,11,12,27771.0
❗影片👍大露台獨洗⭐仿木質地磚,台中市南區高工路,南區,高工路,獨立套房,3,1,15.0,1.0,0.0,1.0,2,5,12999.0
🔥秒殺陽台獨洗採光好精緻電梯大樓🔥,台中市西屯區順和三街,西屯區,順和三街,獨立套房,8,1,10.0,1.0,0.0,1.0,3,6,8000.0
超值❤️可寵兩房一房套房❤️超美裝潢,台中市北屯區中清路二段,北屯區,中清路二段,獨立套房,6,1,15.0,1.0,0.0,1.0,5,5,22000.0
🌾東山商圈♥學區三房含車位♥家具電全配,台中市北屯區東山路一段,北屯區,東山路一段,整層住家,6,3,26.0,3.0,2.0,2.0,11,15,24998.0
電梯套房🔥實景拍攝🔥稀有可貓流理台,台中市北屯區瀋陽路二段,北屯區,瀋陽路二段,獨立套房,6,1,13.0,1.0,0.0,1.0,3,5,12999.0
🔥秒殺陽台獨洗採光好精緻電梯大樓🔥,台中市南屯區大英街,南屯區,大英街,獨立套房,7,1,10.0,1.0,0.0,1.0,3,6,8000.0
安靜的樓中樓大套房,台中市南區工學北路86號,南區,工學北路,獨立套房,3,1,18.4,1.0,0.0,1.0,14,18,11800.0
🌈流理臺🌈捷運旁🌈沙發🌈乾溼分離,台中市西屯區天水西街,西屯區,天水西街,獨立套房,8,1,15.0,1.0,0.0,1.0,4,5,12000.0
🔥精美套房🔥設備齊全🔥搶手物件🔥,台中市西屯區中清西二街45巷,西屯區,中清西二街,獨立套房,8,1,10.0,1.0,0.0,1.0,3,6,8000.0
寵可談🔆超新社區兩房全配🔆含車管,台中市西屯區福吉街,西屯區,福吉街,整層住家,8,3,15.0,2.0,1.0,1.0,3,15,25000.0
超大間★寬敞雙房間雙衛浴採光★電梯管理員,台中市北區雙十路一段19巷,北區,雙十路一段,整層住家,2,3,29.0,2.0,2.0,2.0,7,7,30500.0
[晴朗]中科澄清裝潢超美2房平車便宜,台中市西屯區福康路119巷,西屯區,福康路,整層住家,8,3,19.0,2.0,2.0,1.0,4,12,27353.0
嚴選⭐沙發木地板⭐電梯管理員⭐陽台獨洗⭐,台中市南區公理街,南區,公理街,獨立套房,3,1,15.12,1.0,0.0,1.0,7,12,9500.0
社宅免仲大三房孝親房12800起,台中市北屯區東山路一段210巷12弄16號,北屯區,東山路一段,整層住家,6,3,26.94,3.0,2.0,2.0,1,4,20000.0
水湳經貿商圈全新3房平面車位,台中市西屯區中康二街,西屯區,中康二街,整層住家,8,3,22.61,3.0,2.0,2.0,12,13,35000.0
超夯Ｗ🔥中科指標＃一房一廳＃高樓＃平車,台中市西屯區國安二路179號,西屯區,國安二路,整層住家,8,3,25.0,1.0,1.0,1.0,4,22,26000.0
台中市北屯區昌平路二段金谷巷出租,台中市北屯區昌平路二段43弄4號,北屯區,昌平路二段,獨立套房,6,1,8.0,1.0,0.0,1.0,1,3,4800.0
超大間✩一層一戶✩陽台獨洗✩衛浴開窗,台中市北區大德街200巷,北區,大德街,獨立套房,2,1,12.0,1.0,0.0,1.0,3,3,12000.0
高樓層視野美兩房,台中市北屯區太順路,北屯區,太順路,整層住家,6,3,28.0,2.0,2.0,1.0,12,15,22000.0
精明二街大套房🆂獨洗獨曬🚗車位可租,台中市西區精明二街,西區,精明二街,獨立套房,5,1,12.0,1.0,0.0,1.0,2,14,12000.0
美術綠園道台電計費天然氣家具電全,台中市西區五權五街,西區,五權五街,整層住家,5,3,25.0,2.0,1.0,1.0,2,5,16800.0
系統裝潢㊝乾濕分離㊝陽台獨洗㊝流理台,台中市北屯區昌平路一段,北屯區,昌平路一段,獨立套房,6,1,11.0,1.0,0.0,1.0,2,5,8999.0
北區榮華街一房一廳套房,台中市北區榮華街,北區,榮華街,分租套房,2,2,8.0,1.0,0.0,1.0,5,5,10000.0
西屯飯店式管理套房,台中市西屯區寶慶街,西屯區,寶慶街,住宅,8,4,12.59,1.0,1.0,1.0,3,9,13358.0
勤美草悟道SOGO奢華一房一廳,台中市西區華美街480巷18號,西區,華美街,獨立套房,5,1,11.5,1.0,0.0,1.0,11,11,16500.0
